DATE,TOTAL_ACTIVE_USERS,SWAP_TXNS,MINT_LIQUIDITY_TXNS,BURN_LIQUIDITY_TXNS,INCREASE_LIQUIDITY_TXNS,DECREASE_LIQUIDITY_TXNS,TOTAL_ACTIVE_POOLS,TOTAL_TXN_FEE_ETH,AVG_TXN_FEE_ETH,TOTAL_TXN_FEE_USD,AVG_TXN_FEE_USD,VOLUME_USD,PROTOCOL_FEES_USD
2023-06-29 00:00:00.000,74987,215841,16,9,3138,2460,2125,64.941507358,0.0002173323272,120211.909424533,0.4022994707,173048091,137405
2023-06-30 00:00:00.000,76333,306116,15,3,6216,5394,2135,102.124061594,0.0002439191306,192282.30694422,0.4592584001,542272990,370427
2023-07-01 00:00:00.000,69159,189295,16,3,2895,1981,1995,31.423976604,0.0001230739392,60419.119376502,0.2366352012,123395427,105145
2023-07-02 00:00:00.000,69731,210809,7,4,2763,2158,2016,34.081627837,0.0001191469508,65345.846750956,0.2284444401,212926172,147982
2023-07-03 00:00:00.000,82060,231837,9,3,3778,2853,2088,47.288306232,0.0001454483292,92537.690790943,0.2846253881,251353351,221224
2023-07-04 00:00:00.000,69992,198732,6,1,2718,2059,2017,50.642640412,0.0001850135188,98931.120442318,0.3614265481,176364292,151496
2023-07-05 00:00:00.000,54022,154004,6,4,2681,2118,1992,63.179201024,0.0002952423281,121373.584978179,0.5671901387,163218465,123577
2023-07-06 00:00:00.000,57971,197844,12,2,4098,3334,2012,67.388116047,0.0002385369374,128654.361433447,0.4554039965,312903618,210615
2023-07-07 00:00:00.000,56758,169479,10,0,3040,2262,2039,47.459566559,0.0001999796334,88463.940930338,0.3727591244,185033441,134777
2023-07-08 00:00:00.000,60804,156002,6,2,2469,1668,2052,31.517375525,0.000142446908,58666.133119346,0.2651492749,91429116,72081
2023-07-09 00:00:00.000,57820,152528,13,1,2133,1445,1987,29.85143318,0.0001304501655,55761.290830659,0.2436757249,109949096,76709
2023-07-10 00:00:00.000,58956,181044,1,1,3060,2253,2112,40.469385136,0.0001539169556,75601.06241616,0.2875330408,180600048,128951
2023-07-11 00:00:00.000,60110,162595,1,0,2453,1738,2062,38.262735644,0.000165200444,71747.328296481,0.3097711205,129642627,90374
2023-07-12 00:00:00.000,55694,165323,8,6,2943,2346,2045,47.506031961,0.000195624465,89600.650660517,0.3689653425,182942880,119188
2023-07-13 00:00:00.000,62135,219184,12,5,4987,4460,2184,76.881287204,0.0002360501175,147309.647798966,0.4522876883,362034890,246777
2023-07-14 00:00:00.000,65843,281370,19,4,5661,4683,2213,83.220667309,0.0002030059553,165732.280458226,0.4042822654,428446252,384576
2023-07-15 00:00:00.000,67760,217220,3,3,2977,1898,2125,37.503958356,0.0001188978802,72606.17461122,0.2301815763,153823027,146050
2023-07-16 00:00:00.000,60848,194332,2,0,2180,1492,2079,35.784024648,0.0001269319641,69132.656453498,0.2452251794,159015653,127096
2023-07-17 00:00:00.000,57189,228464,10,2,3317,2524,2110,51.678751495,0.0001526072056,99044.826176402,0.2924790889,273768692,214554
2023-07-18 00:00:00.000,58112,199348,5,1,3351,2521,2040,57.236564621,0.0001930426433,108752.688276313,0.3667918673,231123087,181192
2023-07-19 00:00:00.000,59099,191399,7,5,3366,2605,2054,50.990811327,0.0001774105614,97258.710752574,0.3383888592,206968210,157792
2023-07-20 00:00:00.000,54916,184282,29,1,3260,2424,2107,54.759934049,0.000202569986,104271.186591948,0.3857238541,206267557,173167
2023-07-21 00:00:00.000,52267,156061,6,0,2327,1654,2015,46.022781775,0.0001979849166,87119.890231269,0.3747801314,120107792,114744
2023-07-22 00:00:00.000,50135,139852,23,2,1952,1439,2034,31.236096355,0.0001511231457,59039.992283118,0.2856409858,82280978,75882
2023-07-23 00:00:00.000,53834,156253,133,3,2179,1659,2110,38.257964954,0.000163502564,71837.189577412,0.3070096567,112045152,97415
2023-07-24 00:00:00.000,54029,175679,117,5,3170,2559,2105,64.24641855,0.0002473070649,119536.552339402,0.4601382392,184916394,175582
2023-07-25 00:00:00.000,54189,159590,12,2,2601,2101,2054,44.242745966,0.0002005918815,82053.596084393,0.3720222346,103411765,92421
2023-07-26 00:00:00.000,57090,179556,8,4,3053,2521,2063,44.667407095,0.0001837998498,83062.931768268,0.3417918204,167744725,134682
2023-07-27 00:00:00.000,50752,166049,8,3,2737,2243,2012,45.850069538,0.0002097048108,85861.458973369,0.3927052061,112177943,99380
2023-07-28 00:00:00.000,50132,171699,8,6,2337,1768,1966,46.714623075,0.0001973846193,87276.801369248,0.3687731395,91950983,80281
2023-07-29 00:00:00.000,49523,163066,5,7,1981,1237,1899,33.164761155,0.0001439342804,62157.568537498,0.2697623799,48674836,44310
2023-07-30 00:00:00.000,51190,184793,5,4,2324,1749,1993,44.691684548,0.0001454774291,83785.689450693,0.2727336599,111928153,96990
2023-07-31 00:00:00.000,58929,207945,35,15,2750,2084,2035,57.350928189,0.0001717366175,106933.482409906,0.3202109389,129857123,112084
2023-08-01 00:00:00.000,56494,219075,146,71,3797,3001,2174,60.119473911,0.0001625492057,110656.584145674,0.2991899078,225459306,177759
2023-08-02 00:00:00.000,52662,210825,124,67,3192,3305,2209,161.550342344,0.0004271919949,299566.302972598,0.7921513797,169189360,123858
2023-08-03 00:00:00.000,60024,229755,78,36,3241,2496,2240,89.849724857,0.0002647724154,165068.63599843,0.4864302204,150037333,134700
2023-08-04 00:00:00.000,61083,215822,71,42,3165,2409,2246,57.41511915,0.0001804417432,105431.399876138,0.3313452251,204198748,146353
2023-08-05 00:00:00.000,55491,185191,61,50,2195,1573,2169,36.272430451,0.0001285905283,66369.117394528,0.235287235,65870356,58073
2023-08-06 00:00:00.000,51468,168986,172,59,1932,1426,2128,34.541253985,0.0001073619994,63234.830611477,0.1965481001,71672875,66921
2023-08-07 00:00:00.000,56314,202524,122,53,3855,3272,2309,61.452678145,0.000160305619,112296.953458598,0.2929381304,158577584,120794
2023-08-08 00:00:00.000,60756,265005,120,41,3972,2880,2303,73.032395106,0.0001746697578,134201.671404762,0.3209667902,181179116,173848
2023-08-09 00:00:00.000,60262,230130,214,77,3588,2685,2364,68.416378473,0.0001980924513,127021.405158444,0.3677771622,164912578,221414
2023-08-10 00:00:00.000,60828,205859,501,147,3133,2410,2435,69.15740203,0.0002037583035,128115.69470849,0.3774669932,126167079,161059
2023-08-11 00:00:00.000,62011,194277,878,224,2949,2358,2339,48.494157951,0.0001704863417,89526.196338734,0.3147388128,90684458,137962
2023-08-12 00:00:00.000,51680,170182,1003,246,1913,1286,2268,35.779107617,0.000142296235,66134.943119466,0.2630237038,43460587,56605
2023-08-13 00:00:00.000,53788,181907,1625,374,1904,1448,2277,49.967660622,0.00007324724723,92393.41855846,0.1354388716,73636887,77343
2023-08-14 00:00:00.000,51105,183460,1836,516,2445,1922,2359,55.019610755,0.0001352537704,101489.20417663,0.2494891791,98765325,89461
2023-08-15 00:00:00.000,62720,224541,2205,665,2987,2302,2506,83.809199776,0.0001743170554,154058.326716432,0.320430143,125080615,138580
2023-08-16 00:00:00.000,55589,236928,1692,834,4031,3680,2479,86.741598261,0.0001603004113,158011.030755873,0.2920079146,172368759,186234
2023-08-17 00:00:00.000,51755,259276,913,510,5976,5874,2525,204.912295407,0.0003587010783,356687.523685162,0.6243851747,484911515,379806
2023-08-18 00:00:00.000,57057,227000,672,320,6078,5315,2809,77.82152534,0.0001399700449,130350.750862508,0.2344492782,264075374,216370
2023-08-19 00:00:00.000,60186,171271,470,433,2835,2406,2379,48.457384841,0.00009735852986,80815.800630629,0.1623716914,101209077,96018
2023-08-20 00:00:00.000,54032,158881,570,209,2549,2241,2306,43.388753154,0.00008266020166,72512.088363471,0.1381432609,89324867,75610
2023-08-21 00:00:00.000,66891,198453,709,206,3348,2783,2346,54.559658849,0.0001356601385,91210.36402847,0.226790469,139434321,125415
2023-08-22 00:00:00.000,62725,203428,415,183,3877,3299,2417,128.632504615,0.0001132991625,211965.531911539,0.1866986677,217208442,173356
2023-08-23 00:00:00.000,67443,205715,429,170,3752,3108,2423,59.995579536,0.0001320592627,99044.223721376,0.2180111812,206984762,159562
2023-08-24 00:00:00.000,57342,174632,549,180,3318,2787,2314,60.030984899,0.00008156550052,99847.782117974,0.1356655124,124534964,104954
2023-08-25 00:00:00.000,44907,159230,510,232,4199,3713,2311,48.542248246,0.0001407682687,80202.051379177,0.2325789251,143686465,127565
2023-08-26 00:00:00.000,44229,121086,500,180,2228,1795,2066,297.959724564,0.001396334943,491631.255122458,2.303941923,45027745,47446
2023-08-27 00:00:00.000,44519,125122,426,193,2182,1814,2158,439.476562343,0.001367901202,725727.595502848,2.258877345,55704926,87772
2023-08-28 00:00:00.000,44191,145128,404,189,3292,3049,2212,238.900882493,0.0008619601764,393827.96221467,1.420940836,124430262,113733
2023-08-29 00:00:00.000,44278,182977,412,181,3952,3547,2299,348.817310236,0.000948030272,584638.41690091,1.588954737,316549161,233176
2023-08-30 00:00:00.000,49103,152498,395,190,2163,1824,2508,264.252850259,0.0008183254942,454987.98442527,1.408984867,129907601,110505
2023-08-31 00:00:00.000,57434,217839,312,497,2985,2368,2380,425.779656693,0.0008507850989,724137.965738043,1.446959199,202802857,176580
2023-09-01 00:00:00.000,46522,170143,399,215,3366,2840,2375,256.758530037,0.0007018712209,422254.56236198,1.154268663,158922906,132305
2023-09-02 00:00:00.000,40523,125840,316,125,2186,1887,2145,140.711787032,0.0005486887828,229766.460366857,0.8959468295,60190648,66930
2023-09-03 00:00:00.000,42119,127614,288,130,1704,1357,2165,178.590959626,0.00051551817,291807.350255686,0.8423270221,63495377,54822
2023-09-04 00:00:00.000,41134,136784,355,151,2212,1824,2160,140.382853113,0.0003640152706,228807.640944185,0.5933023406,92350430,88163
2023-09-05 00:00:00.000,48453,157881,443,122,3361,2897,2254,90.281755169,0.0002644433563,147041.074993837,0.4306964936,104580964,85889
2023-09-06 00:00:00.000,47771,171229,332,149,2296,1820,2280,87.269710614,0.0002469592266,142260.92667959,0.4025755119,151563888,135763
2023-09-07 00:00:00.000,47090,153967,292,195,2225,1944,2240,54.380706787,0.000187046258,88814.541715479,0.3054838502,109929861,93464
2023-09-08 00:00:00.000,52524,155167,273,118,2038,1796,2184,57.837181202,0.0001955359284,95121.804125445,0.3215877727,99848997,76812
2023-09-09 00:00:00.000,48833,125677,173,100,1314,1053,2108,59.106382923,0.000231000711,96606.212514045,0.3775582716,40780371,40669
2023-09-10 00:00:00.000,38238,149995,339,163,2176,1926,2199,74.784534753,0.0002357727877,121505.920015379,0.3830710397,102794792,87284
2023-09-11 00:00:00.000,40409,188870,534,280,3825,3559,2256,102.076640969,0.0002766499563,161980.249491107,0.4390017982,202630750,150553
2023-09-12 00:00:00.000,57038,200098,281,146,3255,2739,2283,114.32762355,0.0002578640204,180643.631376714,0.407438654,182026708,142065
2023-09-13 00:00:00.000,36005,156383,246,188,2364,1989,2194,105.359647853,0.0003807886423,168779.783401036,0.6100003737,148139606,112175
2023-09-14 00:00:00.000,43397,160082,180,139,2380,1928,2268,120.940093741,0.0003461166898,196928.825427908,0.5635877323,146814797,105027
2023-09-15 00:00:00.000,47159,162097,158,105,2073,1535,2252,162.272739475,0.0004898045568,262855.212608704,0.793403016,108308688,90582
2023-09-16 00:00:00.000,33390,114824,183,100,1525,1085,2036,149.770115887,0.0005026618736,245075.970645447,0.8225295537,65054993,68695
2023-09-17 00:00:00.000,35080,125202,194,145,1895,1453,2105,35.418630944,0.0001858972484,57715.532910026,0.3029241524,67920252,64480
2023-09-18 00:00:00.000,36493,161492,171,135,2969,2342,2184,76.716611688,0.0002708116649,125366.512605757,0.4425470998,158264685,120271
2023-09-19 00:00:00.000,42514,158261,248,143,2884,2345,2259,74.480149686,0.0002378653154,122142.00324704,0.3900817365,129130945,104926
2023-09-20 00:00:00.000,38405,152175,213,99,2717,2249,2179,63.142363656,0.0001997209062,103170.573620138,0.3263311549,136190101,102901
2023-09-21 00:00:00.000,37286,141653,179,113,2842,2488,2258,61.449368269,0.0002113637774,98890.889969521,0.3401491771,118522498,97105
2023-09-22 00:00:00.000,38853,131420,180,92,1877,1437,2233,52.252711907,0.0001863978108,83225.755641934,0.2968860005,72202265,57001
2023-09-23 00:00:00.000,37279,114274,169,77,1621,1206,2068,46.93034555,0.0001668059213,74772.087630768,0.2657646523,38436993,38219
2023-09-24 00:00:00.000,37256,122241,209,61,1525,1186,2000,50.6387171,0.000145692321,80663.639416572,0.2320768282,66363334,49905
2023-09-25 00:00:00.000,34923,124785,175,92,2117,1769,2132,49.402031455,0.0001550276197,78016.554050734,0.2448223345,95758707,72325
2023-09-26 00:00:00.000,42476,132004,181,94,1792,1435,2108,68.205641291,0.0002221588053,108298.094642358,0.3527475861,75894925,65416
2023-09-27 00:00:00.000,50632,167217,189,92,2564,2086,2236,55.640627848,0.0001460364768,89042.610095452,0.2337045711,124838147,95074
2023-09-28 00:00:00.000,49613,192372,157,72,3934,3590,2348,62.349310062,0.0001550449475,101487.923055709,0.2523715128,170741459,128747
2023-09-29 00:00:00.000,42604,161416,154,127,3151,2399,2249,45.356175663,0.0001507385538,75527.648354774,0.2510116498,147624005,112964
2023-09-30 00:00:00.000,70416,186568,160,76,2348,1825,2148,57.64327369,0.000171561447,96549.959454619,0.2873579117,89514860,79231
2023-10-01 00:00:00.000,39111,161648,224,119,2826,2222,2314,47.170809928,0.0001566329961,79135.629742462,0.2627737535,163094252,137081
2023-10-02 00:00:00.000,39390,187455,193,110,4045,3366,2295,61.41578755,0.0001698844793,105036.569396971,0.2905455359,260393313,194300
2023-10-03 00:00:00.000,50661,162768,219,112,2683,1996,2271,50.047256602,0.0001613313925,82897.319275182,0.267226235,120338681,102196
2023-10-04 00:00:00.000,37375,156617,237,92,3078,2497,2288,37.132839541,0.0001238851507,60934.182379936,0.203292839,143585090,117833
2023-10-05 00:00:00.000,39493,150623,162,73,3282,2648,2283,32.029799792,0.0001152030896,52429.809512337,0.1885767654,125898709,100022
2023-10-06 00:00:00.000,38672,142015,201,58,3321,2569,2243,34.569934611,0.0001157466447,56257.556382362,0.1883608824,132545237,97651
2023-10-07 00:00:00.000,36113,109872,246,102,2248,1701,2149,28.011102575,0.0001144295805,45933.267477637,0.1876443283,47334222,46489
2023-10-08 00:00:00.000,36233,118782,185,115,2770,2193,2194,27.939395189,0.0001206900962,45476.580158819,0.1964456566,84286801,63821
2023-10-09 00:00:00.000,37089,153618,197,62,4269,3649,2286,46.312319993,0.0001697423022,74215.346592236,0.2720115035,159833543,120318
2023-10-10 00:00:00.000,35620,133499,223,83,3380,2668,2208,34.816014552,0.0001518254921,54931.211861342,0.2395437382,119463004,83933
2023-10-11 00:00:00.000,37619,144358,185,142,3674,2995,2174,57.067017624,0.0001758987816,89156.450980018,0.274808668,138656401,97479
2023-10-12 00:00:00.000,42064,153025,191,157,3647,3070,2302,59.760252557,0.0001887581138,92381.068058701,0.2917938833,147453418,108008
2023-10-13 00:00:00.000,33493,129726,141,80,3083,2436,2145,36.942055511,0.0001284739972,57028.046761981,0.198327381,134744486,83404
2023-10-14 00:00:00.000,32161,99789,153,93,2052,1546,2075,23.16038539,0.00009249466004,35939.428139547,0.1435297873,41580617,34109
2023-10-15 00:00:00.000,43297,128949,784,689,2314,1726,2278,23.707092356,0.00008278107414,36871.721653886,0.1287496871,65143990,47305
2023-10-16 00:00:00.000,35270,169822,561,484,4151,3479,2254,68.732620182,0.000177025022,108548.897536066,0.2795742535,287825856,184635
2023-10-17 00:00:00.000,44339,149429,526,429,3474,2729,2231,31.463349536,0.0001001003746,49747.966030185,0.1582727239,116101250,86977
2023-10-18 00:00:00.000,36932,136052,424,342,3172,2504,2173,32.746302603,0.0001076780756,51465.894169783,0.1692327989,116650636,87798
2023-10-19 00:00:00.000,39421,140265,378,313,3406,3301,2262,36.974447497,0.0001206710274,57485.55277793,0.1876117477,111946855,80175
2023-10-20 00:00:00.000,45107,168768,278,194,3994,3486,2344,43.508485142,0.0001206574832,69534.059736414,0.1928314584,210402241,147150
2023-10-21 00:00:00.000,36605,146497,323,229,3565,3023,2315,27.757716916,0.00009474334904,44720.983275796,0.1526428035,140868926,114215
2023-10-22 00:00:00.000,35110,158826,366,276,3864,3247,2280,31.132879943,0.0001003283167,50820.336187214,0.1637727956,185678846,137191
2023-10-23 00:00:00.000,39094,225715,228,162,7460,6874,2421,139.344514355,0.0003213850299,235506.736442107,0.54317416,470961904,323630
2023-10-24 00:00:00.000,46587,281536,216,133,8653,7929,2507,156.129834951,0.0003033278772,281698.884761723,0.5472824893,578240151,402321
2023-10-25 00:00:00.000,49333,218316,309,191,5384,4472,2374,104.957177577,0.0002605767242,187843.301880522,0.4663577412,319237552,233776
2023-10-26 00:00:00.000,48261,251828,209,133,7362,6488,2403,87.779167393,0.0001933048829,158328.636394324,0.3486669949,439643396,350193
2023-10-27 00:00:00.000,53686,192501,192,133,4413,3585,2244,65.212651886,0.0001697666991,116375.906429003,0.3029589032,246723167,178331
2023-10-28 00:00:00.000,53875,148156,244,185,3110,2428,2182,49.292944833,0.0001458785479,88009.590255251,0.2604573792,107363765,93985
2023-10-29 00:00:00.000,43832,139925,232,201,3130,2681,2210,35.421811141,0.0001217553988,63375.269782651,0.2178398279,131187116,97786
2023-10-30 00:00:00.000,35789,158097,158,121,4119,3487,2237,53.472477906,0.0001584674912,96680.000401286,0.286514441,231983423,169174
2023-10-31 00:00:00.000,42542,182350,129,112,4419,3697,2288,76.43804868,0.0002139132478,137622.263890278,0.3851383696,237087914,185847
2023-11-01 00:00:00.000,41682,225521,130,80,6476,5757,2349,73.90053583,0.0001732578471,133728.057448495,0.3135218855,415168677,298193
2023-11-02 00:00:00.000,43154,211583,128,94,5965,5097,2391,78.73516156,0.0001711087143,144221.473167762,0.313424782,314803397,243857
2023-11-03 00:00:00.000,44147,215093,127,125,5096,4261,2356,65.542051544,0.0001565564664,117888.167627179,0.2815925733,307690979,238464
2023-11-04 00:00:00.000,45390,190330,186,123,3854,3165,2384,48.774541388,0.0001485004929,89519.247006839,0.2725530969,178196422,155093
2023-11-05 00:00:00.000,44521,200373,143,86,4928,4193,2455,56.276552372,0.0001465111709,105804.252799715,0.2754522854,302466015,226359
2023-11-06 00:00:00.000,39707,176705,130,83,4896,4342,2332,112.323689288,0.0003143539312,212628.670314035,0.5950717861,295918855,220314
2023-11-07 00:00:00.000,53473,215792,124,81,3835,2946,2430,97.416154364,0.0002284576142,183211.774615375,0.42966308,331057063,251003
2023-11-08 00:00:00.000,57726,182287,88,66,3527,2859,2519,111.269943696,0.000300955701,210052.699670882,0.5681368695,242107745,190444
2023-11-09 00:00:00.000,52362,300849,71,38,7508,6845,2641,231.692366054,0.0004419585801,453519.334467719,0.8650986847,711986339,553125
2023-11-10 00:00:00.000,49395,235784,102,71,5924,5138,2548,118.404432747,0.0002486939493,248575.911554273,0.5221031318,445962410,359455
2023-11-11 00:00:00.000,55916,216646,119,89,4279,3325,2470,77.879453645,0.0001969388131,160813.992615752,0.4066607475,358978869,294747
2023-11-12 00:00:00.000,44294,187253,138,110,3463,2758,2419,66.423467374,0.000174927953,136086.041166371,0.3583861781,300990066,253214
2023-11-13 00:00:00.000,32499,227415,80,51,4277,3511,2270,134.347481217,0.0003522325466,277093.252192038,0.7264837493,623393401,476656
2023-11-14 00:00:00.000,38263,205998,108,64,3724,2923,2425,96.554018365,0.0002642159458,196990.59239185,0.5390563393,526372319,386474
2023-11-15 00:00:00.000,38148,181361,137,103,3405,2731,2442,73.648435172,0.0002249665832,147696.092361452,0.4511526304,415781817,305623
2023-11-16 00:00:00.000,38377,241208,76,70,3524,2833,2433,97.770653971,0.0002491765632,198347.457023178,0.5055048283,632855362,466473
2023-11-17 00:00:00.000,39882,209101,157,81,3621,2707,2404,87.782761255,0.0002313293012,171282.266479267,0.4513711627,424529457,318560
2023-11-18 00:00:00.000,43267,165191,160,101,2776,1919,2305,50.313038208,0.0001541533665,97642.242066181,0.2991646074,201281498,168489
2023-11-19 00:00:00.000,44353,169930,157,123,2645,1993,2309,48.568667247,0.0001611446235,95339.581552543,0.3163245329,185240967,160938
2023-11-20 00:00:00.000,42783,200890,113,90,3351,2506,2370,153.10971773,0.0003788672261,309300.686126874,0.7653589511,406727824,302843
2023-11-21 00:00:00.000,48143,243741,92,112,3751,3116,2390,162.045143107,0.0002968746038,324383.829176306,0.5942869926,500575367,379787
2023-11-22 00:00:00.000,54412,199247,120,71,3509,2683,2495,112.031409319,0.0003087872455,225785.441324004,0.6223224801,389042311,296901
2023-11-23 00:00:00.000,54889,166376,131,60,2789,2082,2372,73.510267133,0.0002035077824,151523.518506639,0.4194817464,244962131,198091
2023-11-24 00:00:00.000,54191,182332,67,58,3330,2734,2398,71.727954659,0.000180211483,150225.715915068,0.3774316328,302882911,222665
2023-11-25 00:00:00.000,52294,146569,142,81,2661,2081,2365,47.313892974,0.0001488082886,98406.411149114,0.3095008402,121978414,117562
2023-11-26 00:00:00.000,43657,161188,141,112,2680,2074,2314,49.850665145,0.0001642520623,103362.131459747,0.3405660326,227033594,196647
2023-11-27 00:00:00.000,40403,160764,92,59,3333,2732,2334,64.933369762,0.0002025983213,131743.195087184,0.4110513633,295711031,229957
2023-11-28 00:00:00.000,37844,145544,110,68,2690,2089,2369,69.409024013,0.0002602395993,141207.541233434,0.5294382751,289374374,207654
2023-11-29 00:00:00.000,34813,134833,71,48,2739,2168,2224,63.115933443,0.0002275103938,129205.653491518,0.465740226,236648717,181531
2023-11-30 00:00:00.000,35955,117069,59,49,2284,1792,2207,68.296611368,0.0003129598923,138962.122882319,0.6367749458,184846733,136849
2023-12-01 00:00:00.000,33602,129932,60,45,2766,2229,2259,70.982415673,0.0002804166035,147829.314744258,0.5840008958,264820496,195369
2023-12-02 00:00:00.000,35067,137801,74,48,3240,2753,2347,62.598818966,0.0002561033064,131953.448996468,0.539845881,257128530,205398
2023-12-03 00:00:00.000,38984,137554,104,82,2904,2444,2403,52.946460955,0.0002254518321,114453.370207761,0.487354991,200950991,170487
2023-12-04 00:00:00.000,39756,211676,65,35,5051,4307,2398,169.634128424,0.0004636953359,378797.866785915,1.035444964,469309704,445460
2023-12-05 00:00:00.000,35479,199504,58,51,4144,3499,2367,255.475233754,0.0006693861324,570053.109834291,1.493630677,485195403,403799
2023-12-06 00:00:00.000,35186,177912,72,56,3703,2883,2346,138.196775744,0.0004644817001,313308.215944532,1.053034212,398192879,321329
2023-12-07 00:00:00.000,39992,222811,69,102,4548,3857,2572,144.394490305,0.0003855815061,329364.094197776,0.8795121145,477428271,407611
2023-12-08 00:00:00.000,40889,179959,72,63,3476,2788,2477,86.530115375,0.0002908311359,204159.627670254,0.6861885734,323730226,292780
2023-12-09 00:00:00.000,43358,202015,124,131,3407,2667,2489,76.004844537,0.0002366867356,179256.021770309,0.5582212935,348051677,319109
2023-12-10 00:00:00.000,46949,164153,132,94,2691,1888,2478,82.722495877,0.0003010466291,194060.142475778,0.7062305255,199735589,202767
2023-12-11 00:00:00.000,46319,282302,97,83,4343,3508,2587,141.072849178,0.0003135913884,320471.639593206,0.7123776616,711658774,591016
2023-12-12 00:00:00.000,41051,237756,85,70,3786,3129,2479,106.446230196,0.0002786638067,235256.369598387,0.6158737175,448646460,377735
2023-12-13 00:00:00.000,40623,218186,94,59,3679,2897,2403,106.833549316,0.0003040347348,234312.163469126,0.6668227063,457570922,374538
2023-12-14 00:00:00.000,36159,182006,50,40,3506,2775,2419,101.683950954,0.0003334862221,231255.404561888,0.7584332678,395927031,342975
2023-12-15 00:00:00.000,30212,124492,85,42,2361,1806,2429,173.904107644,0.0007160083483,393544.811783645,1.620326135,257244194,241833
2023-12-16 00:00:00.000,33306,137381,72,58,2760,2230,2332,136.304189758,0.0004997770313,305827.607919057,1.121356682,229600551,354193
2023-12-17 00:00:00.000,40630,162486,85,76,2820,2259,2365,133.250685442,0.0003930779852,295825.634707854,0.8726600098,238346255,234213
2023-12-18 00:00:00.000,40295,187323,55,60,3171,2669,2469,349.349884081,0.0008617199479,757194.785707327,1.867725971,366202251,310968
2023-12-19 00:00:00.000,38755,172362,76,45,2887,2268,2423,343.329308433,0.0009296205166,763131.427797212,2.066303734,306060393,258877
2023-12-20 00:00:00.000,38912,184905,59,38,2676,2163,2352,198.687594888,0.0005971059287,440225.654828533,1.322988225,390020771,314501
2023-12-21 00:00:00.000,49538,233840,92,75,3262,2520,2509,221.458655949,0.0004860205285,492264.88050218,1.080340872,418146640,357191
2023-12-22 00:00:00.000,68369,423873,152,102,5775,5091,2823,291.505413429,0.0003975899722,662738.588516925,0.9039222082,705719947,704326
2023-12-23 00:00:00.000,65367,328096,241,173,3760,2850,2695,201.476326431,0.0003391240758,462825.008864672,0.7790250407,363120066,456151
2023-12-24 00:00:00.000,54499,289178,143,78,3445,2725,2565,99.841002453,0.0002072017716,229344.358107651,0.4759623415,415524250,417419
2023-12-25 00:00:00.000,53473,224749,157,112,2761,2013,2555,96.614692208,0.0002610932691,219750.02691899,0.593856396,321143323,336347
2023-12-26 00:00:00.000,61971,279060,270,178,3681,2796,2616,87.310260415,0.0001923718232,195420.087706002,0.4305716004,416690747,486492
2023-12-27 00:00:00.000,65872,345801,198,168,5262,4398,2790,173.370116575,0.000284157406,394480.389394397,0.6465619704,593914508,704506
2023-12-28 00:00:00.000,66576,352189,144,109,5037,4058,2892,151.689568182,0.000262655913,361784.843108859,0.6264433963,678889310,736554
2023-12-29 00:00:00.000,57366,303103,168,102,4069,3030,2698,99.785786486,0.0002007443213,234203.760139011,0.4711600372,593478728,573700
2023-12-30 00:00:00.000,56576,225147,206,158,3287,2371,2613,91.751704544,0.000238367504,210265.012933568,0.546260656,304813037,326602
2023-12-31 00:00:00.000,59736,259662,157,109,3454,2719,2593,73.758846056,0.0001848092397,169211.894256756,0.4239752003,319036756,310776
2024-01-01 00:00:00.000,53406,243667,199,135,3388,2440,2541,123.524442867,0.0002903089895,283147.027620317,0.6654563709,315206188,326147
2024-01-02 00:00:00.000,56877,306575,151,101,5121,4064,2652,150.193588722,0.0002918148251,357006.582595875,0.693636888,574366446,488668
2024-01-03 00:00:00.000,63315,491951,108,82,6193,5232,2804,368.324455315,0.0004660205341,853181.51195339,1.079483315,1221802731,1065820
2024-01-04 00:00:00.000,66206,370614,152,113,5384,3996,2732,178.65942507,0.000295287264,398238.411165332,0.6582061417,902696140,534383
2024-01-05 00:00:00.000,56691,331417,178,134,4451,3282,2641,93.495264078,0.0001925351556,209852.948261444,0.4321509805,597440675,481427
2024-01-06 00:00:00.000,49407,237116,165,128,3752,2780,2589,68.39229476,0.0001816002665,153218.165284525,0.4068361757,296266338,270773
2024-01-07 00:00:00.000,47949,234486,105,76,3169,2262,2463,114.406115941,0.0003012685148,256208.970404911,0.674681553,339472459,303761
2024-01-08 00:00:00.000,54928,336912,147,96,5006,4018,2750,108.209032683,0.0002012741949,242809.339658418,0.4516374756,605617867,466659
2024-01-09 00:00:00.000,67063,357748,192,152,4645,3435,2655,145.73386228,0.0002695086951,332209.825980116,0.6143626148,846399658,680173
2024-01-10 00:00:00.000,54077,465009,116,95,6712,5512,2758,182.25385201,0.0002616056463,441318.541390407,0.6334649225,1170661974,916662
2024-01-11 00:00:00.000,69377,365201,101,83,6888,5352,2858,172.922638853,0.0002934513075,451885.67568641,0.7668541449,644495741,566181
2024-01-12 00:00:00.000,60897,410340,87,54,6294,4736,2751,149.390277019,0.0002273364403,392474.227999565,0.5972523492,854059304,689694
2024-01-13 00:00:00.000,50125,235498,134,122,3877,2628,2685,55.373618193,0.0001477567581,140826.577996031,0.3757760338,331808780,275093
2024-01-14 00:00:00.000,39143,179738,96,65,3236,2173,2517,74.158469619,0.0002509966615,188858.293669507,0.6392095394,252077566,224821
