DATE,CATEGORY,TOTAL_ACTIVE_USERS,SWAP_TXNS,TOTAL_TXN_FEE_ETH,TOTAL_TXN_FEE_USD,AVG_TXN_FEE_ETH,AVG_TXN_FEE_USD
2024-05-06 00:00:00.000,Not Older than 1 year,97036,478866,81.650197541,254788.905488417,0.0001049504329,0.3273286084
2024-05-06 00:00:00.000,Older than 1 year,96438,535715,55.835006,174013.515128666,0.0001049504329,0.3273286084
2024-05-07 00:00:00.000,Not Older than 1 year,98792,464732,107.281733832,329579.62086165,0.000125861769,0.3866597423
2024-05-07 00:00:00.000,Older than 1 year,106673,516110,57.021977261,175177.952919167,0.000125861769,0.3866597423
2024-05-08 00:00:00.000,Not Older than 1 year,90556,421816,77.513518771,232876.576205909,0.0001024022462,0.3077252103
2024-05-08 00:00:00.000,Older than 1 year,101285,545438,50.250626258,151062.89435053,0.0001024022462,0.3077252103
2024-05-09 00:00:00.000,Not Older than 1 year,88417,434427,75.455605237,225837.192537514,0.0001143287826,0.3421120661
2024-05-09 00:00:00.000,Older than 1 year,98377,471716,57.210237741,171145.998976119,0.0001143287826,0.3421120661
2024-05-10 00:00:00.000,Not Older than 1 year,89266,414368,67.563505051,202835.232368043,0.00009964327682,0.2990287988
2024-05-10 00:00:00.000,Older than 1 year,102963,483233,47.620135545,142830.620678907,0.00009964327682,0.2990287988
2024-05-11 00:00:00.000,Not Older than 1 year,89850,435355,36.795693822,107268.397331802,0.00006208951886,0.1810543843
2024-05-11 00:00:00.000,Older than 1 year,90463,405572,28.940768146,84420.371931614,0.00006208951886,0.1810543843
2024-05-12 00:00:00.000,Not Older than 1 year,85751,354300,29.736893182,87040.396221573,0.00005717999581,0.1673349682
2024-05-12 00:00:00.000,Older than 1 year,84041,383400,23.847169577,69771.39961852,0.00005717999581,0.1673349682
2024-05-13 00:00:00.000,Not Older than 1 year,77664,318453,42.719010236,125684.275703821,0.00007332915396,0.2157985496
2024-05-13 00:00:00.000,Older than 1 year,99255,521578,38.304212442,112755.814789087,0.00007332915396,0.2157985496
2024-05-14 00:00:00.000,Not Older than 1 year,72093,335639,37.700136526,109514.227069924,0.00007991560268,0.2321542098
2024-05-14 00:00:00.000,Older than 1 year,87729,490400,47.656863114,138446.817230141,0.00007991560268,0.2321542098
2024-05-15 00:00:00.000,Not Older than 1 year,73317,367992,45.333271042,132751.637701171,0.00006781902566,0.1985913448
2024-05-15 00:00:00.000,Older than 1 year,93842,534072,33.527850045,98172.495789639,0.00006781902566,0.1985913448
2024-05-16 00:00:00.000,Not Older than 1 year,69891,338400,39.666378261,118575.445111556,0.00007046456074,0.2105702578
2024-05-16 00:00:00.000,Older than 1 year,100756,459483,30.734293125,91801.514889349,0.00007046456074,0.2105702578
2024-05-17 00:00:00.000,Not Older than 1 year,68917,336701,31.780027025,96337.471724893,0.00005390503405,0.16346859
2024-05-17 00:00:00.000,Older than 1 year,90963,479391,24.454811327,74195.480088775,0.00005390503405,0.16346859
2024-05-18 00:00:00.000,Not Older than 1 year,58000,277686,18.542564708,57784.002820958,0.00004608465007,0.1434827975
2024-05-18 00:00:00.000,Older than 1 year,74075,363254,19.473103201,60576.479423381,0.00004608465007,0.1434827975
2024-05-19 00:00:00.000,Not Older than 1 year,57004,282043,23.548071714,72879.256484019,0.00004566194553,0.1414080072
2024-05-19 00:00:00.000,Older than 1 year,80099,390094,16.139455088,50026.866213199,0.00004566194553,0.1414080072
2024-05-20 00:00:00.000,Not Older than 1 year,72236,346431,37.861737626,123423.283042172,0.00007025194643,0.2261214506
2024-05-20 00:00:00.000,Older than 1 year,106539,651659,54.996190874,175466.199199405,0.00007025194643,0.2261214506
2024-05-21 00:00:00.000,Not Older than 1 year,78644,352180,57.508949688,214886.873967045,0.00007510862769,0.2801796136
2024-05-21 00:00:00.000,Older than 1 year,115494,714947,47.749051867,177757.980094939,0.00007510862769,0.2801796136
2024-05-22 00:00:00.000,Not Older than 1 year,83560,359487,41.379792475,154934.290581719,0.00006519825339,0.2441259062
2024-05-22 00:00:00.000,Older than 1 year,111210,591782,38.437451472,143930.452171924,0.00006519825339,0.2441259062
2024-05-23 00:00:00.000,Not Older than 1 year,79470,367453,69.553815133,263867.083146465,0.0001114552354,0.423506074
2024-05-23 00:00:00.000,Older than 1 year,111867,806371,95.985613726,365158.041633152,0.0001114552354,0.423506074
2024-05-24 00:00:00.000,Not Older than 1 year,79059,353161,39.314799738,146074.649175263,0.00005700899791,0.212159932
2024-05-24 00:00:00.000,Older than 1 year,107547,626802,30.966540123,115476.870977665,0.00005700899791,0.212159932
2024-05-25 00:00:00.000,Not Older than 1 year,72971,308516,36.220531825,135797.915178862,0.00006369103846,0.2386652801
2024-05-25 00:00:00.000,Older than 1 year,91308,407740,22.176169561,83028.697438813,0.00006369103846,0.2386652801
2024-05-26 00:00:00.000,Not Older than 1 year,72038,331257,58.696436934,221793.113277083,0.0001366942707,0.5157767986
2024-05-26 00:00:00.000,Older than 1 year,95179,473908,82.493371733,310944.237558885,0.0001366942707,0.5157767986
2024-05-27 00:00:00.000,Not Older than 1 year,78367,337257,49.391097646,192944.789176246,0.00006840726332,0.2672481364
2024-05-27 00:00:00.000,Older than 1 year,110058,536196,27.707962044,108259.110318913,0.00006840726332,0.2672481364
2024-05-28 00:00:00.000,Not Older than 1 year,77162,336618,24.842510802,95943.626906035,0.00004427691643,0.1709824042
2024-05-28 00:00:00.000,Older than 1 year,122075,561282,25.605377349,98868.977485085,0.00004427691643,0.1709824042
2024-05-29 00:00:00.000,Not Older than 1 year,88927,388358,16.167906585,61590.637994528,0.00002631264342,0.1002308202
2024-05-29 00:00:00.000,Older than 1 year,127517,603583,17.293964406,65873.951583353,0.00002631264342,0.1002308202
2024-05-30 00:00:00.000,Not Older than 1 year,104511,432891,30.810569173,115978.118677292,0.00004204042568,0.1583401282
2024-05-30 00:00:00.000,Older than 1 year,155358,681858,29.754471794,112133.169655414,0.00004204042568,0.1583401282
2024-05-31 00:00:00.000,Not Older than 1 year,104961,458315,15.486777004,58376.28343589,0.00002242588432,0.08453930079
2024-05-31 00:00:00.000,Older than 1 year,135004,628732,15.86869593,59825.286392502,0.00002242588432,0.08453930079
2024-06-01 00:00:00.000,Not Older than 1 year,77630,403786,12.486420904,47324.395374757,0.00002414881117,0.09153744389
2024-06-01 00:00:00.000,Older than 1 year,89533,454868,13.694896125,51917.086956415,0.00002414881117,0.09153744389
2024-06-02 00:00:00.000,Not Older than 1 year,76532,470777,28.640637569,108489.762436685,0.00003416357646,0.1294812848
2024-06-02 00:00:00.000,Older than 1 year,92250,477029,12.28608903,46623.723570634,0.00003416357646,0.1294812848
2024-06-03 00:00:00.000,Not Older than 1 year,96195,518825,17.331106808,65791.427818189,0.00002590309712,0.09828765319
2024-06-03 00:00:00.000,Older than 1 year,116202,586025,18.33538057,69543.827411987,0.00002590309712,0.09828765319
2024-06-04 00:00:00.000,Not Older than 1 year,130980,608463,24.724386222,93559.576892923,0.00002806175054,0.1061306817
2024-06-04 00:00:00.000,Older than 1 year,125755,646333,18.064788626,68271.351304266,0.00002806175054,0.1061306817
2024-06-05 00:00:00.000,Not Older than 1 year,125826,548151,39.177465395,149966.181531984,0.00004470208272,0.1710534265
2024-06-05 00:00:00.000,Older than 1 year,104630,629684,25.666629634,98161.391390075,0.00004470208272,0.1710534265
2024-06-06 00:00:00.000,Not Older than 1 year,96462,591119,47.453397856,182090.775068101,0.00005333088238,0.2046050861
2024-06-06 00:00:00.000,Older than 1 year,110564,609052,32.297057272,123872.877674654,0.00005333088238,0.2046050861
2024-06-07 00:00:00.000,Not Older than 1 year,98616,539520,35.32393738,133526.937760514,0.00005427978138,0.205214027
2024-06-07 00:00:00.000,Older than 1 year,110178,633089,45.957551916,173771.498844099,0.00005427978138,0.205214027
2024-06-08 00:00:00.000,Not Older than 1 year,95266,474576,20.068459927,73980.411516625,0.00002658692281,0.09801493764
2024-06-08 00:00:00.000,Older than 1 year,108414,539856,13.960456299,51470.063577148,0.00002658692281,0.09801493764
2024-06-09 00:00:00.000,Not Older than 1 year,90802,470613,19.312218872,71285.995267317,0.00003054040232,0.1127247533
2024-06-09 00:00:00.000,Older than 1 year,119621,478565,17.356729179,64061.767686197,0.00003054040232,0.1127247533
2024-06-10 00:00:00.000,Not Older than 1 year,110269,530336,37.711932082,138890.139655698,0.00003987283735,0.1468276765
2024-06-10 00:00:00.000,Older than 1 year,131571,589512,17.116783463,63011.603484609,0.00003987283735,0.1468276765
2024-06-11 00:00:00.000,Not Older than 1 year,126077,663631,33.857526001,120272.979885953,0.00003729744732,0.1324854573
2024-06-11 00:00:00.000,Older than 1 year,110206,601119,24.402022517,86681.421357395,0.00003729744732,0.1324854573
2024-06-12 00:00:00.000,Not Older than 1 year,174154,676150,39.814074948,142079.584909844,0.00004840829362,0.1724593343
2024-06-12 00:00:00.000,Older than 1 year,117420,583315,34.508725406,122704.368663565,0.00004840829362,0.1724593343
2024-06-13 00:00:00.000,Not Older than 1 year,211354,701681,35.543148717,124430.788182001,0.0000345542098,0.1209543924
2024-06-13 00:00:00.000,Older than 1 year,128974,624517,20.235776214,70821.06763013,0.0000345542098,0.1209543924
2024-06-14 00:00:00.000,Not Older than 1 year,209381,685686,22.983174427,79832.654066828,0.00002835183023,0.09839382056
2024-06-14 00:00:00.000,Older than 1 year,109419,596611,21.278883956,73776.117150641,0.00002835183023,0.09839382056
2024-06-15 00:00:00.000,Not Older than 1 year,169085,663429,25.585729117,90424.985514399,0.00002881764582,0.1016804165
2024-06-15 00:00:00.000,Older than 1 year,128475,531829,17.221929231,60614.544690114,0.00002881764582,0.1016804165
2024-06-16 00:00:00.000,Not Older than 1 year,193586,679237,18.974803889,67775.694213961,0.0000217784224,0.07778779899
2024-06-16 00:00:00.000,Older than 1 year,113749,444084,10.966819567,39167.407461475,0.0000217784224,0.07778779899
2024-06-17 00:00:00.000,Not Older than 1 year,233449,710191,27.340227769,96713.18750447,0.00002884649942,0.1020309847
2024-06-17 00:00:00.000,Older than 1 year,118392,621911,20.453613144,72335.578589198,0.00002884649942,0.1020309847
2024-06-18 00:00:00.000,Not Older than 1 year,215899,661416,21.837168078,75080.779485622,0.00004007671475,0.1380226594
2024-06-18 00:00:00.000,Older than 1 year,107077,689648,44.997180452,155095.746118938,0.00004007671475,0.1380226594
2024-06-19 00:00:00.000,Not Older than 1 year,209117,761668,19.744123512,69763.451085172,0.00002758311969,0.09750654429
2024-06-19 00:00:00.000,Older than 1 year,151821,647275,26.581499637,93997.999205705,0.00002758311969,0.09750654429
2024-06-20 00:00:00.000,Not Older than 1 year,193923,686992,54.425902079,193521.628663475,0.0001351328184,0.4818054411
2024-06-20 00:00:00.000,Older than 1 year,232042,716243,171.461172181,611872.231072464,0.0001351328184,0.4818054411
2024-06-21 00:00:00.000,Not Older than 1 year,169829,605137,22.084061755,77242.01052487,0.00002921417764,0.1021624633
2024-06-21 00:00:00.000,Older than 1 year,191157,763833,25.841628462,90355.012988704,0.00002921417764,0.1021624633
2024-06-22 00:00:00.000,Not Older than 1 year,163583,616424,11.215216363,39227.429175926,0.000015294406,0.05350731398
2024-06-22 00:00:00.000,Older than 1 year,128899,530129,10.21946768,35761.672043835,0.000015294406,0.05350731398
2024-06-23 00:00:00.000,Not Older than 1 year,252328,755734,11.387721337,39766.81350069,0.00001214967351,0.042399623
2024-06-23 00:00:00.000,Older than 1 year,119028,608881,9.000655975,31384.329788543,0.00001214967351,0.042399623
2024-06-24 00:00:00.000,Not Older than 1 year,194635,701614,22.434791716,74717.644019736,0.00002682815403,0.08942993623
2024-06-24 00:00:00.000,Older than 1 year,159146,835457,28.577727226,95329.738243891,0.00002682815403,0.08942993623
2024-06-25 00:00:00.000,Not Older than 1 year,241529,882485,20.845030989,70542.453761034,0.00002040263398,0.06900389409
2024-06-25 00:00:00.000,Older than 1 year,145383,691253,17.684073914,59767.139852837,0.00002040263398,0.06900389409
2024-06-26 00:00:00.000,Not Older than 1 year,192965,678393,22.136725015,74742.532096621,0.00002076679946,0.07014144073
2024-06-26 00:00:00.000,Older than 1 year,175845,735375,12.710176129,42956.793004776,0.00002076679946,0.07014144073
2024-06-27 00:00:00.000,Not Older than 1 year,250471,731658,29.874770413,102024.92109945,0.00003004948067,0.1027214577
2024-06-27 00:00:00.000,Older than 1 year,133701,615754,18.717534699,64083.039229875,0.00003004948067,0.1027214577
2024-06-28 00:00:00.000,Not Older than 1 year,255997,686227,16.320792822,55992.071948554,0.0000168110784,0.05765769546
2024-06-28 00:00:00.000,Older than 1 year,176049,699811,11.32882756,38840.331447645,0.0000168110784,0.05765769546
2024-06-29 00:00:00.000,Not Older than 1 year,303837,703425,10.463109957,35421.577956514,0.00001342729389,0.04544179604
2024-06-29 00:00:00.000,Older than 1 year,134712,537845,8.997408788,30438.931570485,0.00001342729389,0.04544179604
2024-06-30 00:00:00.000,Not Older than 1 year,247540,686122,11.690349263,39615.795625766,0.0000126743941,0.04295542008
2024-06-30 00:00:00.000,Older than 1 year,95286,509363,6.479302366,21963.403995316,0.0000126743941,0.04295542008
2024-07-01 00:00:00.000,Not Older than 1 year,260821,724529,17.709376763,61430.480525634,0.00001682775139,0.05836269648
2024-07-01 00:00:00.000,Older than 1 year,139792,660670,9.826213524,34069.200048097,0.00001682775139,0.05836269648
2024-07-02 00:00:00.000,Not Older than 1 year,328103,795839,13.268526774,45530.267604908,0.00001420913965,0.04876819111
2024-07-02 00:00:00.000,Older than 1 year,133906,528954,8.807004552,30236.993005835,0.00001420913965,0.04876819111
2024-07-03 00:00:00.000,Not Older than 1 year,367446,847728,14.253934393,47400.203652339,0.00001710306007,0.05686282019
2024-07-03 00:00:00.000,Older than 1 year,135848,624344,15.502980817,51533.901377506,0.00001710306007,0.05686282019
2024-07-04 00:00:00.000,Not Older than 1 year,335768,717253,11.71479941,37450.551419805,0.00002481452736,0.07944027265
2024-07-04 00:00:00.000,Older than 1 year,93243,649936,29.228935529,93630.679614508,0.00002481452736,0.07944027265
2024-07-05 00:00:00.000,Not Older than 1 year,206118,636567,16.433218857,49435.045911776,0.00006501257196,0.1980064348
2024-07-05 00:00:00.000,Older than 1 year,102162,803590,99.867945285,304793.600581656,0.00006501257196,0.1980064348
2024-07-06 00:00:00.000,Not Older than 1 year,212604,598815,7.248495134,21782.350863909,0.00001324275156,0.03986920821
2024-07-06 00:00:00.000,Older than 1 year,82753,519916,10.890957036,32825.766847587,0.00001324275156,0.03986920821
2024-07-07 00:00:00.000,Not Older than 1 year,245567,647116,8.566064097,25743.498804139,0.0000130925955,0.03935375977
2024-07-07 00:00:00.000,Older than 1 year,60532,502712,9.807338923,29487.578573836,0.0000130925955,0.03935375977
2024-07-08 00:00:00.000,Not Older than 1 year,226471,642380,8.031834832,23843.691991819,0.00001772839869,0.05287262649
2024-07-08 00:00:00.000,Older than 1 year,121642,841454,23.956001092,71555.166599953,0.00001772839869,0.05287262649
2024-07-09 00:00:00.000,Not Older than 1 year,217726,674698,9.907198173,30385.388846492,0.00001380906782,0.04232611108
2024-07-09 00:00:00.000,Older than 1 year,123658,714921,12.875335496,39443.294488199,0.00001380906782,0.04232611108
2024-07-10 00:00:00.000,Not Older than 1 year,252857,676707,13.694877968,42468.291640634,0.00001723220169,0.05338259381
2024-07-10 00:00:00.000,Older than 1 year,98993,633180,12.873439898,39835.904080326,0.00001723220169,0.05338259381
2024-07-11 00:00:00.000,Not Older than 1 year,295641,671659,13.877120198,43395.833994473,0.00001737433377,0.05437763835
2024-07-11 00:00:00.000,Older than 1 year,164894,685572,14.274382879,44711.844472459,0.00001737433377,0.05437763835
2024-07-12 00:00:00.000,Not Older than 1 year,217070,622056,8.231775689,25593.611524949,0.00001327509519,0.04118788379
2024-07-12 00:00:00.000,Older than 1 year,123633,626574,11.966283747,37072.482583438,0.00001327509519,0.04118788379
2024-07-13 00:00:00.000,Not Older than 1 year,191401,584569,4.932153722,15513.113607649,0.000008593352913,0.02704800967
2024-07-13 00:00:00.000,Older than 1 year,119911,477890,5.928524722,18671.226802896,0.000008593352913,0.02704800967
2024-07-14 00:00:00.000,Not Older than 1 year,263206,646734,7.899111075,25233.965612821,0.00001259493405,0.04024199756
2024-07-14 00:00:00.000,Older than 1 year,94736,494340,9.53458179,30468.277577963,0.00001259493405,0.04024199756
2024-07-15 00:00:00.000,Not Older than 1 year,263182,625606,16.370838474,55036.114626561,0.00002268189518,0.07636472091
2024-07-15 00:00:00.000,Older than 1 year,170829,709845,20.988103458,70743.825105871,0.00002268189518,0.07636472091
2024-07-16 00:00:00.000,Not Older than 1 year,249250,713731,20.220405659,69406.2903732,0.00002458431438,0.08437769906
2024-07-16 00:00:00.000,Older than 1 year,124654,670101,20.91603427,71780.311304004,0.00002458431438,0.08437769906
2024-07-17 00:00:00.000,Not Older than 1 year,200699,628347,19.714094623,68021.676163783,0.00002405050062,0.08298012168
2024-07-17 00:00:00.000,Older than 1 year,162740,635961,17.633225527,60835.288174806,0.00002405050062,0.08298012168
2024-07-18 00:00:00.000,Not Older than 1 year,416405,916184,23.71787215,81333.218276278,0.00002544417983,0.08728336186
2024-07-18 00:00:00.000,Older than 1 year,111867,554815,20.362970143,69888.391748239,0.00002544417983,0.08728336186
2024-07-19 00:00:00.000,Not Older than 1 year,366550,808640,22.585980996,78066.572498606,0.00002422250573,0.08368229831
2024-07-19 00:00:00.000,Older than 1 year,109866,569488,17.315579388,59791.087759917,0.00002422250573,0.08368229831
2024-07-20 00:00:00.000,Not Older than 1 year,431879,870418,35.593128743,124690.161322471,0.00003307912184,0.1158994023
2024-07-20 00:00:00.000,Older than 1 year,121908,478063,16.768442155,58769.284283275,0.00003307912184,0.1158994023
2024-07-21 00:00:00.000,Not Older than 1 year,376511,764604,41.530794601,145570.29839931,0.00003906514962,0.1368602017
2024-07-21 00:00:00.000,Older than 1 year,117468,539101,19.291191465,67513.582126594,0.00003906514962,0.1368602017
2024-07-22 00:00:00.000,Not Older than 1 year,400299,821389,17.534935463,61095.247190103,0.00002022739156,0.07052969735
2024-07-22 00:00:00.000,Older than 1 year,123647,567306,15.730255878,54894.1957464,0.00002022739156,0.07052969735
2024-07-23 00:00:00.000,Not Older than 1 year,349952,790098,19.960096642,69195.727370193,0.00002105431282,0.07303463868
2024-07-23 00:00:00.000,Older than 1 year,108188,719228,18.126488896,62925.134498472,0.00002105431282,0.07303463868
2024-07-24 00:00:00.000,Not Older than 1 year,237145,608932,16.038663437,54963.486398558,0.0000224169612,0.0767885483
2024-07-24 00:00:00.000,Older than 1 year,91616,508174,14.302242529,48958.357311467,0.0000224169612,0.0767885483
2024-07-25 00:00:00.000,Not Older than 1 year,175606,622559,18.535999984,59190.387837177,0.00002618241633,0.08412152942
2024-07-25 00:00:00.000,Older than 1 year,135125,738104,25.427787296,82072.516251806,0.00002618241633,0.08412152942
2024-07-26 00:00:00.000,Not Older than 1 year,248714,746584,11.708219107,37964.620685218,0.00001241478879,0.04020678964
2024-07-26 00:00:00.000,Older than 1 year,116411,572641,8.300663464,26834.949850658,0.00001241478879,0.04020678964
2024-07-27 00:00:00.000,Not Older than 1 year,331741,860232,27.54733222,89881.525147562,0.00001872158083,0.06111635977
2024-07-27 00:00:00.000,Older than 1 year,104771,571214,9.243968311,30220.145688792,0.00001872158083,0.06111635977
2024-07-28 00:00:00.000,Not Older than 1 year,233836,696403,17.961520529,58455.257284493,0.00002175542313,0.07087929923
2024-07-28 00:00:00.000,Older than 1 year,113933,463885,13.950804001,45515.708735866,0.00002175542313,0.07087929923
2024-07-29 00:00:00.000,Not Older than 1 year,261599,737923,17.603487009,58939.063408481,0.0000173517699,0.0579848285
2024-07-29 00:00:00.000,Older than 1 year,99052,590717,11.060341504,36849.828115158,0.0000173517699,0.0579848285
2024-07-30 00:00:00.000,Not Older than 1 year,190560,632236,10.683537485,35463.690610387,0.00001279165814,0.0424467179
2024-07-30 00:00:00.000,Older than 1 year,109044,581912,8.669336487,28755.180648058,0.00001279165814,0.0424467179
2024-07-31 00:00:00.000,Not Older than 1 year,156124,528907,8.091482931,26719.097517014,0.00001189777613,0.03928108287
2024-07-31 00:00:00.000,Older than 1 year,98540,513812,7.395818705,24412.135636462,0.00001189777613,0.03928108287
﻿
