DATE,CATEGORY,TOTAL_ACTIVE_USERS,SWAP_TXNS,TOTAL_ACTIVE_POOLS,TOTAL_TXN_FEE_ETH,AVG_TXN_FEE_ETH,TOTAL_TXN_FEE_USD,AVG_TXN_FEE_USD,VOLUME_USD
2023-01-11 00:00:00.000,Partial Governance Pairs,8143,25252,244,8.649778621,0.000141765854,11548.739954606,0.1892533038,12600333.85
2023-01-12 00:00:00.000,Full Governance Pairs,1067,5867,20,0.8359992114,0.0001529003518,1167.660991087,0.2135245908,408514.07
2023-01-12 00:00:00.000,Partial Governance Pairs,11743,41005,266,17.167378796,0.0001529003518,23954.121538506,0.2135245908,24308749.29
2023-01-13 00:00:00.000,Full Governance Pairs,1159,6886,21,1.20391316,0.0001702069409,1702.011314161,0.2407020009,607944.51
2023-01-13 00:00:00.000,Partial Governance Pairs,11247,42391,252,21.037949633,0.0001702069409,29736.46017306,0.2407020009,26100332.6
2023-01-14 00:00:00.000,Full Governance Pairs,964,10627,18,1.548026356,0.0001674159402,2353.407359947,0.2537568124,820722.33
2023-01-14 00:00:00.000,Partial Governance Pairs,11085,55673,283,27.753622344,0.0001674159402,42175.678054989,0.2537568124,31658139.99
2023-01-15 00:00:00.000,Full Governance Pairs,594,7315,20,0.7667439927,0.0001264575541,1180.342372043,0.1945658121,507458.1
2023-01-15 00:00:00.000,Partial Governance Pairs,10248,41535,273,13.886136801,0.0001264575541,21368.841981299,0.1945658121,16764867.33
2023-01-16 00:00:00.000,Full Governance Pairs,535,6398,20,0.7296395393,0.0001397703945,1136.734280206,0.2179081454,427490.18
2023-01-16 00:00:00.000,Partial Governance Pairs,11119,41103,257,13.995823716,0.0001397703945,21808.192938076,0.2179081454,20540921.12
2023-01-17 00:00:00.000,Full Governance Pairs,603,5178,14,0.7513817056,0.0001454291124,1182.660085585,0.2285943896,482846.15
2023-01-17 00:00:00.000,Partial Governance Pairs,9602,34866,255,12.488738823,0.0001454291124,19634.431811078,0.2285943896,19624181.6
2023-01-18 00:00:00.000,Full Governance Pairs,233,5055,16,1.150094212,0.0001993480864,1810.012104799,0.3135128789,484875.99
2023-01-18 00:00:00.000,Partial Governance Pairs,7065,34316,252,19.431979272,0.0001993480864,30586.59393815,0.3135128789,23145377.67
2023-01-19 00:00:00.000,Full Governance Pairs,326,3208,23,0.4562197848,0.0001407269012,698.149421938,0.2153624306,281926.64
2023-01-19 00:00:00.000,Partial Governance Pairs,7960,29093,236,8.978553382,0.0001407269012,13741.459845197,0.2153624306,18486577.2
2023-01-20 00:00:00.000,Full Governance Pairs,303,5492,25,0.8931018651,0.0001475043681,1418.060819153,0.2330587227,594862.33
2023-01-20 00:00:00.000,Partial Governance Pairs,7388,37915,249,14.678382747,0.0001475043681,23239.613649821,0.2330587227,22152080.2
2023-01-21 00:00:00.000,Full Governance Pairs,395,12704,27,1.279937599,0.0001121288858,2114.380736026,0.1852548321,1272792.25
2023-01-21 00:00:00.000,Partial Governance Pairs,8534,57885,283,18.195321486,0.0001121288858,30060.211416371,0.1852548321,29310129.46
2023-01-22 00:00:00.000,Full Governance Pairs,290,8342,23,0.7963079138,0.0001048129534,1300.360499359,0.1712479583,764662.13
2023-01-22 00:00:00.000,Partial Governance Pairs,6865,44177,249,11.477805077,0.0001048129534,18746.006176311,0.1712479583,22001765.68
2023-01-23 00:00:00.000,Full Governance Pairs,279,6136,20,0.7037727241,0.000122900434,1147.077146349,0.200242591,638682.65
2023-01-23 00:00:00.000,Partial Governance Pairs,7585,37870,249,11.726502804,0.000122900434,19107.266718869,0.200242591,21890998.21
2023-01-24 00:00:00.000,Full Governance Pairs,392,6763,24,1.138651368,0.0001374822989,1847.18634915,0.2230700798,934182.77
2023-01-24 00:00:00.000,Partial Governance Pairs,7960,39620,257,15.460478065,0.0001374822989,25090.638690417,0.2230700798,27007754.48
2023-01-25 00:00:00.000,Full Governance Pairs,448,9107,23,1.395107962,0.0001306690892,2170.287502557,0.2034800379,1385132.38
2023-01-25 00:00:00.000,Partial Governance Pairs,7244,54924,260,21.391773806,0.0001306690892,33274.481974857,0.2034800379,36907247.77
2023-01-26 00:00:00.000,Full Governance Pairs,581,5667,23,0.9462600647,0.000125797917,1524.671479669,0.2026041947,926156.05
2023-01-26 00:00:00.000,Partial Governance Pairs,7519,41853,253,14.177637738,0.000125797917,22841.005917133,0.2026041947,24552729.98
2023-01-27 00:00:00.000,Full Governance Pairs,359,4213,18,0.7234490446,0.0001301843435,1148.581470451,0.2066223523,641978.74
2023-01-27 00:00:00.000,Partial Governance Pairs,7213,38209,257,12.983985717,0.0001301843435,20604.442551412,0.2066223523,23578017.7
2023-01-28 00:00:00.000,Full Governance Pairs,287,3764,21,0.4765265701,0.0001026526831,756.694843615,0.1629768523,512096.91
2023-01-28 00:00:00.000,Partial Governance Pairs,7331,30174,249,8.009427259,0.0001026526831,12720.678196297,0.1629768523,17978213.07
2023-01-29 00:00:00.000,Full Governance Pairs,276,4643,21,0.5782087741,0.0001171652471,931.271235938,0.1884334452,453045.36
2023-01-29 00:00:00.000,Partial Governance Pairs,7639,35029,232,10.485864591,0.0001171652471,16881.954147718,0.1884334452,27699413.81
2023-01-30 00:00:00.000,Full Governance Pairs,317,4286,24,0.6058573323,0.0001190394276,970.524075627,0.1905232019,485549.53
2023-01-30 00:00:00.000,Partial Governance Pairs,9073,36894,258,11.507604838,0.0001190394276,18430.972523706,0.1905232019,26571217.7
2023-01-31 00:00:00.000,Full Governance Pairs,267,3714,21,0.6756716309,0.0001474099787,1068.670103506,0.2330791863,400710.36
2023-01-31 00:00:00.000,Partial Governance Pairs,7124,30128,244,12.013712103,0.0001474099787,19002.026566521,0.2330791863,16336948.17
2023-02-01 00:00:00.000,Full Governance Pairs,383,8113,25,2.016439227,0.0001879081163,3203.605226425,0.2983864387,1107248.52
2023-02-01 00:00:00.000,Partial Governance Pairs,7966,53388,268,34.277012075,0.0001879081163,54413.848056068,0.2983864387,44972974.47
2023-02-02 00:00:00.000,Full Governance Pairs,569,8251,22,1.569780161,0.0001689040819,2620.114935771,0.2820305394,1405824.2
2023-02-02 00:00:00.000,Partial Governance Pairs,10565,56805,278,25.316271624,0.0001689040819,42274.252790208,0.2820305394,47030612.93
2023-02-03 00:00:00.000,Full Governance Pairs,374,6295,24,1.097304609,0.0001718980128,1810.991151153,0.2836562423,972461.95
2023-02-03 00:00:00.000,Partial Governance Pairs,9367,46252,264,19.734766409,0.0001718980128,32554.642922863,0.2836562423,47949218.98
2023-02-04 00:00:00.000,Full Governance Pairs,463,3713,22,0.7328802613,0.0001439584701,1221.665864928,0.2400452701,812327.32
2023-02-04 00:00:00.000,Partial Governance Pairs,10406,38436,254,11.736393795,0.0001439584701,19570.553177706,0.2400452701,45202476.45
2023-02-05 00:00:00.000,Full Governance Pairs,384,4153,19,0.6834027589,0.000132440115,1131.175283931,0.2189486208,727615.84
2023-02-05 00:00:00.000,Partial Governance Pairs,9580,40958,260,12.461753309,0.000132440115,20607.911300348,0.2189486208,38112428.02
2023-02-06 00:00:00.000,Full Governance Pairs,416,3860,22,0.8294382387,0.0001472235885,1356.122413808,0.2406808546,854527.86
2023-02-06 00:00:00.000,Partial Governance Pairs,9487,42616,257,13.849272745,0.0001472235885,22639.074290041,0.2406808546,35899872.46
2023-02-07 00:00:00.000,Full Governance Pairs,421,3888,24,0.9882957845,0.0001874275488,1623.697879791,0.3077825578,873994.32
2023-02-07 00:00:00.000,Partial Governance Pairs,10882,44668,255,18.305757362,0.0001874275488,30056.734277681,0.3077825578,44732892.64
2023-02-08 00:00:00.000,Full Governance Pairs,586,3819,30,1.178584486,0.0002023222651,1966.472049269,0.3373924765,1228700.29
2023-02-08 00:00:00.000,Partial Governance Pairs,10162,39933,271,19.101916498,0.0002023222651,31851.813940219,0.3373924765,35059391.63
2023-02-09 00:00:00.000,Full Governance Pairs,769,5321,26,1.600417206,0.0002607178394,2593.334659933,0.4223756896,1284980.17
2023-02-09 00:00:00.000,Partial Governance Pairs,16144,55163,272,34.210270781,0.0002607178394,55306.13348215,0.4223756896,49578963.59
2023-02-10 00:00:00.000,Full Governance Pairs,672,4116,28,0.8891994999,0.0001794344526,1368.885992516,0.2762763371,727864.67
2023-02-10 00:00:00.000,Partial Governance Pairs,22132,53722,265,19.280903298,0.0001794344526,29701.716155288,0.2762763371,28725752.38
2023-02-11 00:00:00.000,Full Governance Pairs,394,2622,20,0.4144437002,0.0001531617493,630.370363225,0.2328958695,526295.74
2023-02-11 00:00:00.000,Partial Governance Pairs,12415,34433,246,8.779785724,0.0001531617493,13350.973735922,0.2328958695,22858279.74
2023-02-12 00:00:00.000,Full Governance Pairs,443,2736,21,0.3888167822,0.0001438220569,597.175150467,0.2208268083,565585.62
2023-02-12 00:00:00.000,Partial Governance Pairs,11027,31105,248,8.112480268,0.0001438220569,12459.188039244,0.2208268083,17559996.21
2023-02-13 00:00:00.000,Full Governance Pairs,458,4181,29,0.7622866161,0.0001692986285,1140.965322498,0.253212816,757683.69
2023-02-13 00:00:00.000,Partial Governance Pairs,12717,40617,277,14.869146865,0.0001692986285,22256.793981656,0.253212816,26370566.43
2023-02-14 00:00:00.000,Full Governance Pairs,525,3721,22,1.250524635,0.0002697484939,1915.896943982,0.411468394,821356.37
2023-02-14 00:00:00.000,Partial Governance Pairs,11461,42177,260,22.082275681,0.0002697484939,33789.652627062,0.411468394,39873853.97
2023-02-15 00:00:00.000,Full Governance Pairs,582,2516,23,0.9780040102,0.000249206935,1550.413017546,0.3942824503,691991.09
2023-02-15 00:00:00.000,Partial Governance Pairs,10977,35318,291,19.893549463,0.000249206935,31498.901256497,0.3942824503,30472220.03
2023-02-16 00:00:00.000,Full Governance Pairs,731,4076,22,1.535121891,0.0002467653113,2592.333905768,0.4172323414,1306488.2
2023-02-16 00:00:00.000,Partial Governance Pairs,12486,48738,295,27.420025789,0.0002467653113,46328.119338894,0.4172323414,52467073.79
2023-02-17 00:00:00.000,Full Governance Pairs,624,3215,21,1.00543928,0.0002129470852,1682.494386065,0.3559835761,947597.94
2023-02-17 00:00:00.000,Partial Governance Pairs,11903,43694,286,19.856283003,0.0002129470852,33203.942838147,0.3559835761,42263016.2
2023-02-18 00:00:00.000,Full Governance Pairs,565,1925,26,0.4806489081,0.0002456709731,814.432166848,0.4160207311,534764.47
2023-02-18 00:00:00.000,Partial Governance Pairs,11265,32164,268,10.327667646,0.0002456709731,17501.523762427,0.4160207311,25187838.44
2023-02-19 00:00:00.000,Full Governance Pairs,683,3427,23,0.8512933691,0.0002168780434,1443.542847433,0.3677325826,1272924.94
2023-02-19 00:00:00.000,Partial Governance Pairs,11925,39009,284,14.318659555,0.0002168780434,24280.152466159,0.3677325826,23148761
2023-02-20 00:00:00.000,Full Governance Pairs,815,3102,28,1.038168412,0.0001789080741,1763.769500874,0.3038722738,1194190.63
2023-02-20 00:00:00.000,Partial Governance Pairs,12475,37079,271,14.905060715,0.0001789080741,25312.067365142,0.3038722738,25009556.76
2023-02-21 00:00:00.000,Full Governance Pairs,518,3429,24,0.8911325131,0.0001985974677,1500.674128724,0.3345785977,1147604.83
2023-02-21 00:00:00.000,Partial Governance Pairs,10456,37745,270,15.995960679,0.0001985974677,26944.012846924,0.3345785977,28113106.01
2023-02-22 00:00:00.000,Full Governance Pairs,682,5450,25,1.743139451,0.0002227356052,2842.537092861,0.363872246,1923183.72
2023-02-22 00:00:00.000,Partial Governance Pairs,13175,52302,295,30.041907398,0.0002227356052,49021.707074687,0.363872246,39864380.05
2023-02-23 00:00:00.000,Full Governance Pairs,1130,6124,25,2.504282256,0.0002279186923,4143.248328056,0.3771465631,2767774.63
2023-02-23 00:00:00.000,Partial Governance Pairs,14949,60297,300,38.315393717,0.0002279186923,63382.372829137,0.3771465631,53728408.5
2023-02-24 00:00:00.000,Full Governance Pairs,1412,8877,30,2.725436442,0.0001977976399,4462.026781541,0.3237120581,4153198.08
2023-02-24 00:00:00.000,Partial Governance Pairs,15912,80921,323,42.310195385,0.0001977976399,69215.03950198,0.3237120581,68616776.07
2023-02-25 00:00:00.000,Full Governance Pairs,697,5053,28,1.105706236,0.0001365232375,1766.766668649,0.2181342258,1851857.86
2023-02-25 00:00:00.000,Partial Governance Pairs,12038,49895,305,17.381841096,0.0001365232375,27775.299641988,0.2181342258,36194756.11
2023-02-26 00:00:00.000,Full Governance Pairs,656,3479,22,0.9489383893,0.000133702463,1524.265962593,0.2148050169,1526262.97
2023-02-26 00:00:00.000,Partial Governance Pairs,10640,39668,301,13.224699384,0.000133702463,21251.29623275,0.2148050169,29445569.52
2023-02-27 00:00:00.000,Full Governance Pairs,658,3384,29,1.054714096,0.0001477949945,1730.515419907,0.2423691174,1604891.15
2023-02-27 00:00:00.000,Partial Governance Pairs,11080,43264,299,16.168815422,0.0001477949945,26525.38450042,0.2423691174,35007217.69
2023-02-28 00:00:00.000,Full Governance Pairs,575,2688,25,0.7210939262,0.0001544216978,1176.473624632,0.251882829,939188.14
2023-02-28 00:00:00.000,Partial Governance Pairs,10019,39202,291,13.754408382,0.0001544216978,22438.209274528,0.251882829,32893368.03
2023-03-01 00:00:00.000,Full Governance Pairs,621,2185,25,0.7870445535,0.0001822682272,1296.81876817,0.3003239591,748469.05
2023-03-01 00:00:00.000,Partial Governance Pairs,10028,33527,278,13.449376397,0.0001822682272,22160.133389163,0.3003239591,26569643.9
2023-03-02 00:00:00.000,Full Governance Pairs,791,2952,30,0.9317726872,0.0001678605522,1530.499114727,0.2755400932,1063690.3
2023-03-02 00:00:00.000,Partial Governance Pairs,10352,37232,299,14.828344233,0.0001678605522,24333.893631986,0.2755400932,26191093.15
2023-03-03 00:00:00.000,Full Governance Pairs,605,2909,23,1.284328894,0.0002152819504,2061.875579569,0.3439425296,1128442.27
2023-03-03 00:00:00.000,Partial Governance Pairs,9331,37719,308,20.02455955,0.0002152819504,32050.202137767,0.3439425296,28655730.14
2023-03-04 00:00:00.000,Full Governance Pairs,495,2388,28,0.6250136335,0.0001868424485,979.331176712,0.2926749021,562006.67
2023-03-04 00:00:00.000,Partial Governance Pairs,8248,33074,298,12.124703899,0.0001868424485,18997.906232254,0.2926749021,18965462.49
2023-03-05 00:00:00.000,Full Governance Pairs,506,3049,27,0.923086725,0.0001732009994,1449.781082641,0.2719647006,886203.75
2023-03-05 00:00:00.000,Partial Governance Pairs,8351,33069,289,13.16448307,0.0001732009994,20672.185347684,0.2719647006,17491718.58
2023-03-06 00:00:00.000,Full Governance Pairs,595,2780,26,1.178577128,0.0002352891165,1846.848311901,0.3687979615,965055.96
2023-03-06 00:00:00.000,Partial Governance Pairs,9635,33693,304,16.064221604,0.0002352891165,25174.481575557,0.3687979615,22312983.34
2023-03-07 00:00:00.000,Full Governance Pairs,548,2907,23,1.121241918,0.0002213878747,1754.845368356,0.3464605288,1041215.24
2023-03-07 00:00:00.000,Partial Governance Pairs,10125,36988,301,18.751399345,0.0002213878747,29347.158767502,0.3464605288,24020602.9
2023-03-08 00:00:00.000,Full Governance Pairs,562,3350,28,0.9616988323,0.0002555169197,1497.474481482,0.3982450871,870231.13
2023-03-08 00:00:00.000,Partial Governance Pairs,9593,36996,325,17.201220103,0.0002555169197,26780.501950585,0.3982450871,22941376.01
2023-03-09 00:00:00.000,Full Governance Pairs,717,4377,26,1.545037898,0.0003240596396,2338.330632675,0.4926231322,1089016.66
2023-03-09 00:00:00.000,Partial Governance Pairs,9781,43314,306,27.996469207,0.0003240596396,42382.531418871,0.4926231322,31966142.63
2023-03-10 00:00:00.000,Full Governance Pairs,557,5177,24,1.493414838,0.0002675632427,2109.369442776,0.3780122843,1401307.85
2023-03-10 00:00:00.000,Partial Governance Pairs,9481,50601,323,26.892127346,0.0002675632427,37982.554046913,0.3780122843,35774314.27
2023-03-11 00:00:00.000,Full Governance Pairs,567,2162,23,3.543026434,0.0007532614648,5152.700947493,1.095291071,962494.37
2023-03-11 00:00:00.000,Partial Governance Pairs,7587,33080,290,72.425022538,0.0007532614648,105346.927996367,1.095291071,53020470.36
2023-03-12 00:00:00.000,Full Governance Pairs,420,4478,24,1.304591924,0.0002232047865,1974.119026025,0.3330595497,1038699.72
2023-03-12 00:00:00.000,Partial Governance Pairs,8581,35266,314,18.031321498,0.0002232047865,27142.548925306,0.3330595497,31791669.01
2023-03-13 00:00:00.000,Full Governance Pairs,575,8625,24,2.826879456,0.0002796064992,4555.334335973,0.4520995679,2194447.29
2023-03-13 00:00:00.000,Partial Governance Pairs,10219,55095,318,39.915859217,0.0002796064992,64439.766297002,0.4520995679,69673106.22
2023-03-14 00:00:00.000,Full Governance Pairs,519,7017,21,2.170260577,0.0002207207893,3719.212876574,0.3780787755,1741876.69
2023-03-14 00:00:00.000,Partial Governance Pairs,10949,48664,315,30.611036151,0.0002207207893,52424.751711778,0.3780787755,57354822.53
2023-03-15 00:00:00.000,Full Governance Pairs,500,6412,20,1.606131913,0.0002125339935,2693.444562145,0.3567549038,1493936.15
2023-03-15 00:00:00.000,Partial Governance Pairs,11596,53160,316,27.476651819,0.0002125339935,46063.211052989,0.3567549038,62208096.27
2023-03-16 00:00:00.000,Full Governance Pairs,912,7286,25,2.093598387,0.000412778924,3486.047273227,0.6846463022,2600934.96
2023-03-16 00:00:00.000,Partial Governance Pairs,13003,62792,315,26.333609545,0.000412778924,43875.23288887,0.6846463022,87264602.89
2023-03-17 00:00:00.000,Full Governance Pairs,740,6033,23,1.466112202,0.0001720975384,2524.557770553,0.2977223657,1755652.06
2023-03-17 00:00:00.000,Partial Governance Pairs,11410,52182,308,21.106161047,0.0001720975384,36472.693556575,0.2977223657,52389567.47
2023-03-18 00:00:00.000,Full Governance Pairs,543,5592,21,0.9945860852,0.0001433602762,1804.775496459,0.2601056829,1656181.51
2023-03-18 00:00:00.000,Partial Governance Pairs,9854,54040,319,18.757311136,0.0001433602762,34053.372772894,0.2601056829,49323986.4
2023-03-19 00:00:00.000,Full Governance Pairs,446,4412,22,0.7411840977,0.0001389875273,1336.019038063,0.2503945071,1321455.21
2023-03-19 00:00:00.000,Partial Governance Pairs,11025,56050,317,17.074217679,0.0001389875273,30736.90761286,0.2503945071,75281659.49
2023-03-20 00:00:00.000,Full Governance Pairs,573,4673,24,0.8553824076,0.0001457732749,1525.103632907,0.2597437094,1828438.73
2023-03-20 00:00:00.000,Partial Governance Pairs,10840,57588,316,17.697974061,0.0001457732749,31539.484622227,0.2597437094,53709626.1
2023-03-21 00:00:00.000,Full Governance Pairs,568,4839,22,0.8826115114,0.0001470286643,1580.492604074,0.2632483252,2753149.96
2023-03-21 00:00:00.000,Partial Governance Pairs,10721,53053,332,17.149637197,0.0001470286643,30653.060615965,0.2632483252,52594636.24
2023-03-22 00:00:00.000,Full Governance Pairs,555,4922,27,0.9151178322,0.0001800795568,1642.440504761,0.3240267896,1164519.92
2023-03-22 00:00:00.000,Partial Governance Pairs,10613,49213,326,19.656103579,0.0001800795568,35353.890098706,0.3240267896,41396358.71
2023-03-23 00:00:00.000,Full Governance Pairs,694,3615,22,0.9960233435,0.0009868016967,1780.668846599,1.759796713,1012089.89
2023-03-23 00:00:00.000,Partial Governance Pairs,73662,162292,396,411.788911785,0.0009868016967,732855.242027184,1.759796713,314669299.69
2023-03-24 00:00:00.000,Full Governance Pairs,642,3197,27,0.7363754032,0.0001657570124,1319.148667646,0.2967376232,746998.9
2023-03-24 00:00:00.000,Partial Governance Pairs,49187,192332,430,43.135337738,0.0001657570124,77251.61884785,0.2967376232,455670189.7
2023-03-25 00:00:00.000,Full Governance Pairs,474,2246,26,0.3877526447,0.0001274764374,681.697514013,0.2241054324,344272.58
2023-03-25 00:00:00.000,Partial Governance Pairs,26675,118909,378,20.51167481,0.0001274764374,36060.683346687,0.2241054324,225800114.03
2023-03-26 00:00:00.000,Full Governance Pairs,399,1957,25,0.3582940881,0.0001304059454,634.630548082,0.2309072001,320200.53
2023-03-26 00:00:00.000,Partial Governance Pairs,24294,101179,378,17.552661482,0.0001304059454,31069.102115778,0.2309072001,191062985.24
2023-03-27 00:00:00.000,Full Governance Pairs,559,2787,31,0.8106840302,0.0002199358147,1415.40230574,0.3839053855,477963.47
2023-03-27 00:00:00.000,Partial Governance Pairs,26926,115324,399,33.285788262,0.0002199358147,58074.115480015,0.3839053855,223280329
2023-03-28 00:00:00.000,Full Governance Pairs,453,2555,27,0.6120218267,0.0001909801726,1062.469590481,0.3317194686,447440.42
2023-03-28 00:00:00.000,Partial Governance Pairs,22817,103128,400,25.001235697,0.0001909801726,43422.550265263,0.3317194686,175523599.61
2023-03-29 00:00:00.000,Full Governance Pairs,531,2456,25,0.7394339737,0.0002127944401,1332.754125101,0.3833320069,533793.24
2023-03-29 00:00:00.000,Partial Governance Pairs,20172,86102,408,24.172111009,0.0002127944401,43532.101153922,0.3833320069,166095621.96
2023-03-30 00:00:00.000,Full Governance Pairs,876,4287,29,1.23650305,0.0002211540861,2222.558948915,0.3973923943,651009.15
2023-03-30 00:00:00.000,Partial Governance Pairs,26922,158009,383,43.265945122,0.0002211540861,77761.606417737,0.3973923943,404375415.83
2023-03-31 00:00:00.000,Full Governance Pairs,741,3135,33,0.9512935862,0.0001884093687,1721.121139311,0.3409710955,803392.47
2023-03-31 00:00:00.000,Partial Governance Pairs,21981,102762,381,25.241743632,0.0001884093687,45661.5573284,0.3409710955,187803857.21
2023-04-01 00:00:00.000,Full Governance Pairs,491,1403,30,0.380351994,0.0001606685616,694.57848242,0.2932624416,335853.45
2023-04-01 00:00:00.000,Partial Governance Pairs,16815,69971,363,14.565849368,0.0001606685616,26585.608575572,0.2932624416,135460325.53
2023-04-02 00:00:00.000,Full Governance Pairs,583,1758,27,0.4771801589,0.0001641711917,865.14741183,0.2976789599,332133.85
2023-04-02 00:00:00.000,Partial Governance Pairs,24099,105342,386,21.216188887,0.0001641711917,38455.109765616,0.2976789599,238964032.12
2023-04-03 00:00:00.000,Full Governance Pairs,522,2262,28,0.8055101766,0.0002236985444,1453.710569855,0.4036024917,459494.07
2023-04-03 00:00:00.000,Partial Governance Pairs,17721,99067,372,28.419802679,0.0002236985444,51278.406698313,0.4036024917,187660978.24
2023-04-04 00:00:00.000,Full Governance Pairs,563,1720,26,0.6049612094,0.0002070554578,1117.997826184,0.382377294,328336.68
2023-04-04 00:00:00.000,Partial Governance Pairs,16778,80846,367,19.966907371,0.0002070554578,36873.492095496,0.382377294,175097571.34
2023-04-05 00:00:00.000,Full Governance Pairs,843,2478,32,0.9843630181,0.000243582087,1875.030223559,0.4639470368,536970.27
2023-04-05 00:00:00.000,Partial Governance Pairs,18287,79346,381,25.356303829,0.000243582087,48300.978128803,0.4639470368,170800005.81
2023-04-06 00:00:00.000,Full Governance Pairs,1158,2293,34,0.8546976652,0.0002199891217,1610.064388807,0.4141334494,333131.62
2023-04-06 00:00:00.000,Partial Governance Pairs,20284,62213,385,17.888602808,0.0002199891217,33686.784249785,0.4141334494,76084389.66
2023-04-07 00:00:00.000,Full Governance Pairs,1218,2273,29,0.7928442101,0.0001842996509,1475.346776273,0.3432331255,412961.65
2023-04-07 00:00:00.000,Partial Governance Pairs,16815,53373,369,12.82942845,0.0001842996509,23903.396277868,0.3432331255,76068080.83
2023-04-08 00:00:00.000,Full Governance Pairs,1038,1756,36,0.6188822264,0.0002706411087,1155.832122238,0.5056370847,272887.13
2023-04-08 00:00:00.000,Partial Governance Pairs,16498,42532,372,10.260509864,0.0002706411087,19162.20291785,0.5056370847,49186861.17
2023-04-09 00:00:00.000,Full Governance Pairs,763,1743,28,0.6127740456,0.0001567861603,1132.603293222,0.2896231857,378162.03
2023-04-09 00:00:00.000,Partial Governance Pairs,14060,42490,368,9.71018557,0.0001567861603,17941.524106402,0.2896231857,56142583.9
2023-04-10 00:00:00.000,Full Governance Pairs,1338,2450,27,0.8378706348,0.0001824338493,1566.867269752,0.3406897861,474347.61
2023-04-10 00:00:00.000,Partial Governance Pairs,18264,55614,391,14.273291255,0.0001824338493,26672.408351373,0.3406897861,87368239.11
2023-04-11 00:00:00.000,Full Governance Pairs,1146,2028,29,0.6105293974,0.0001862295342,1168.520130078,0.3563401194,243710.21
2023-04-11 00:00:00.000,Partial Governance Pairs,19613,54995,377,13.973585386,0.0001862295342,26738.131644425,0.3563401194,73837109.34
2023-04-12 00:00:00.000,Full Governance Pairs,1070,2449,31,0.6629461319,0.0001781070826,1253.238531131,0.3366124385,394409.97
2023-04-12 00:00:00.000,Partial Governance Pairs,17314,62244,376,18.78651382,0.0001781070826,35521.800898813,0.3366124385,76127351.26
2023-04-13 00:00:00.000,Full Governance Pairs,1301,2715,35,1.130824587,0.0002195486206,2221.908323847,0.4316074391,585977.25
